1.000000000000000000e+00,2.410160383034453844e+02
1.024999999999999911e+00,7.065676466765390842e+02
1.049999999999999822e+00,1.956962888124978917e+03
1.074999999999999734e+00,5.138306657652871763e+03
1.099999999999999645e+00,1.212937913164133170e+04
1.124999999999999556e+00,2.138201407664325961e+04
1.149999999999999467e+00,5.530693168479972519e+04
1.174999999999999378e+00,1.522246975024527928e+05
1.199999999999999289e+00,3.380718630561986938e+05
1.224999999999999201e+00,7.186591220670290058e+05
1.249999999999999112e+00,1.459437306651977357e+06
1.274999999999999023e+00,2.850812596896098927e+06
1.299999999999998934e+00,5.329159561115335673e+06
1.324999999999998845e+00,8.901222436257731169e+06
1.349999999999998757e+00,7.292239378818826750e+06
1.374999999999998668e+00,2.746794230220431462e+06
1.399999999999998579e+00,9.419874331213183701e+06
1.424999999999998490e+00,3.746118936355876178e+07
1.449999999999998401e+00,9.546978936256892979e+07
1.474999999999998312e+00,1.833294733116964698e+08
1.499999999999998224e+00,3.804481478839353323e+08
1.524999999999998135e+00,6.620335005433938503e+08
1.549999999999998046e+00,1.046988071985050917e+09
1.574999999999997957e+00,1.604918229207353592e+09
1.599999999999997868e+00,2.426712503025754452e+09
1.624999999999997780e+00,3.623781246618505001e+09
1.649999999999997691e+00,5.329847001614215851e+09
1.674999999999997602e+00,7.743092291722191811e+09
1.699999999999997513e+00,1.106357597910702705e+10
1.724999999999997424e+00,1.546007399026185036e+10
1.749999999999997335e+00,2.112448344745642853e+10
1.774999999999997247e+00,2.682867536994298935e+10
1.799999999999997158e+00,2.380699148781786728e+10
1.824999999999997069e+00,1.145302097087961960e+10
1.849999999999996980e+00,4.522214227609194756e+09
1.874999999999996891e+00,8.632902772821340561e+09
1.899999999999996803e+00,1.496566477869829369e+10
1.924999999999996714e+00,3.948293995181609344e+10
1.949999999999996625e+00,1.206706913346847534e+11
1.974999999999996536e+00,2.514787176242239075e+11
1.999999999999996447e+00,3.278967337693531494e+11
2.024999999999996358e+00,4.597605844193137207e+11
2.049999999999996270e+00,6.248377863992556152e+11
2.074999999999996181e+00,7.978726506818272705e+11
2.099999999999996092e+00,1.028242981287670898e+12
2.124999999999996003e+00,1.288179455543028076e+12
2.149999999999995914e+00,1.597914987239853760e+12
2.174999999999995826e+00,1.962613557891856201e+12
2.199999999999995737e+00,2.406732369267374023e+12
2.224999999999995648e+00,2.958746954787706055e+12
2.249999999999995559e+00,3.595799305841235840e+12
2.274999999999995470e+00,4.339028333269097168e+12
2.299999999999995381e+00,5.205918176937745117e+12
2.324999999999995293e+00,6.186908134332444336e+12
2.349999999999995204e+00,7.207949817067349609e+12
2.374999999999995115e+00,8.228768358770103516e+12
2.399999999999995026e+00,9.272754938698511719e+12
2.424999999999994937e+00,1.022479812961170508e+13
2.449999999999994849e+00,1.105727263838356055e+13
2.474999999999994760e+00,1.106293133105602148e+13
2.499999999999994671e+00,8.715628977798893555e+12
2.524999999999994582e+00,3.757439010238383789e+12
2.549999999999994493e+00,6.012667393367768555e+11
2.574999999999994404e+00,7.158689677416355896e+10
2.599999999999994316e+00,2.346159318247500435e+07
2.624999999999994227e+00,1.635321984546816587e+09
2.649999999999994138e+00,3.835573499179334641e+09
2.674999999999994049e+00,3.782245116684554145e+06
2.699999999999993960e+00,1.352107414141461626e+07
2.724999999999993872e+00,1.596566244603169441e+09
2.749999999999993783e+00,1.064896988989219308e+09
2.774999999999993694e+00,1.532123802288481140e+10
2.799999999999993605e+00,4.566587535668592529e+11
2.824999999999993516e+00,6.125176560168447266e+12
2.849999999999993427e+00,1.340449517519617969e+13
2.874999999999993339e+00,3.629172796738478906e+13
2.899999999999993250e+00,5.509933688507060938e+13
2.924999999999993161e+00,8.197009316987829688e+13
2.949999999999993072e+00,1.011073245249499062e+14
2.974999999999992983e+00,1.034307763645189688e+14
2.999999999999992895e+00,1.447217738970005312e+14
3.024999999999992806e+00,1.437853867577582812e+14
3.049999999999992717e+00,1.310788334570695938e+14
3.074999999999992628e+00,1.655660056967316875e+14
3.099999999999992539e+00,1.643133703922310312e+14
3.124999999999992450e+00,2.283534391221730000e+14
3.149999999999992362e+00,2.983798397924630000e+14
3.174999999999992273e+00,3.744952672803028125e+14
3.199999999999992184e+00,2.171919684032125000e+14
3.224999999999992095e+00,2.124450414938593750e+14
3.249999999999992006e+00,3.299300035963732500e+14
3.274999999999991918e+00,4.025784482088104375e+14
3.299999999999991829e+00,3.877475917494758750e+14
3.324999999999991740e+00,4.346177780823331250e+14
3.349999999999991651e+00,5.695118440531772500e+14
3.374999999999991562e+00,6.865542224502887500e+14
3.399999999999991473e+00,8.118445586552296250e+14
3.424999999999991385e+00,9.332141608197072500e+14
3.449999999999991296e+00,1.038406854901777875e+15
3.474999999999991207e+00,1.136735107822027500e+15
3.499999999999991118e+00,1.228332335810716750e+15
3.524999999999991029e+00,1.306873187205635500e+15
3.549999999999990941e+00,1.383119961531722500e+15
3.574999999999990852e+00,1.474886294873197000e+15
3.599999999999990763e+00,1.582003005083648250e+15
3.624999999999990674e+00,1.705139606626552250e+15
3.649999999999990585e+00,1.825831007458391500e+15
3.674999999999990496e+00,1.868960779304699750e+15
3.699999999999990408e+00,2.062827086664071750e+15
3.724999999999990319e+00,2.184898885494173250e+15
3.749999999999990230e+00,2.303268798185179500e+15
3.774999999999990141e+00,2.436680269775860500e+15
3.799999999999990052e+00,2.591496295768370000e+15
3.824999999999989964e+00,2.754919270169954000e+15
3.849999999999989875e+00,2.917949815198879500e+15
3.874999999999989786e+00,3.069131901829833000e+15
3.899999999999989697e+00,3.254844312998879500e+15
3.924999999999989608e+00,3.431124521166550000e+15
3.949999999999989519e+00,3.628125069858716500e+15
3.974999999999989431e+00,3.820597382421126000e+15
3.999999999999989342e+00,4.004461401320532000e+15
4.024999999999989697e+00,4.182152202293633000e+15
4.049999999999989164e+00,4.362598566753479000e+15
4.074999999999988631e+00,4.543516223846617000e+15
4.099999999999988987e+00,4.723959096904750000e+15
4.124999999999989342e+00,4.908737645855690000e+15
4.149999999999988809e+00,5.047003309274244000e+15
4.174999999999988276e+00,4.168139114772399500e+15
4.199999999999988631e+00,5.170710577695778125e+14
4.224999999999988987e+00,6.240419602556914836e+07
